ROW_ID,ITEMID,LABEL,LINKSTO
5481,42606,ir crystalloid,inputevents_cv
5482,42607,"thiame,folicacid,mvi",inputevents_cv
5483,42608,cisat mcg/kg/hr,inputevents_cv
5484,42609,ampho-b,inputevents_cv
5485,42610,ir u/o,inputevents_cv
5486,42612,water via ng,inputevents_cv
5487,42613,gastrogavin,inputevents_cv
5488,42614,leg bag/serous drg,inputevents_cv
5489,42618,r fem drg site,inputevents_cv
5490,42619,peg tail flush,outputevents
5491,42620,paracentesis output,outputevents
5492,42621,l groin hemovac,inputevents_cv
5493,42623,kcl 20meq bolus,inputevents_cv
5494,42624,paracentesis out,outputevents
5495,42625,parascentesis,outputevents
5496,42628,potassium phos,inputevents_cv
5497,42629,cell saver in or,inputevents_cv
5498,42630,antithymocyte globu,inputevents_cv
5499,42631,100mgm atg/250n/s,inputevents_cv
5500,42632,o.r. out other,outputevents
5501,42634,pigtail drain flushi,outputevents
5502,42635,ostomy from incision,outputevents
5503,42636,l leg jp,outputevents
5504,42638,fenoldopam,inputevents_cv
5505,42639,bolus,inputevents_cv
5506,42640,from flow sheet,inputevents_cv
5507,42641,3/4st impact w/fiber,inputevents_cv
5508,42642,r leg jp,outputevents
5509,42645,ew intake,inputevents_cv
5510,42646,hydralazine iv,inputevents_cv
5511,42647,lopressor iv,inputevents_cv
5512,42649,ew output,outputevents
5513,42650,pleural effusion,outputevents
5514,42652,drain out #5 sump,outputevents
5515,42654,farr 2 intake,inputevents_cv
5516,42655,methylprednisolone,inputevents_cv
5517,42657,corlopam mcgs/kg/min,inputevents_cv
5518,42658,gastroview,inputevents_cv
5519,42660,e.r. crystalloid,inputevents_cv
5520,42663,1/2st impact/fiber,inputevents_cv
5521,42665,golytely,inputevents_cv
5522,42669,ketamine mg/hr,inputevents_cv
5523,42672,ew output,outputevents
5524,42674,iliac hemovac,inputevents_cv
5525,42676,angio urine output,outputevents
5526,42679,1/2 h2o/impact fiber,inputevents_cv
5527,42682,total jp output,outputevents
5528,42691,kphos,inputevents_cv
5529,42693,20 gm cagluc/1l d5w,inputevents_cv
5530,42695,j tube,outputevents
5531,42697,alcohol gm/hour,inputevents_cv
5532,42698,ns w/ 40 kcl,inputevents_cv
5533,42699,gu irrigant,inputevents_cv
5534,42701,drain out #4 tap,outputevents
5535,42704,corlopam,inputevents_cv
5536,42706,k phos over 6hrs.,inputevents_cv
5537,42708,ms04 pca,inputevents_cv
5538,42709,alcohol gtt ml/hr,inputevents_cv
5539,42711,or other,inputevents_cv
5540,42713,carevue downtime,inputevents_cv
5541,42714,while carevue down,inputevents_cv
5542,42715,crystal in/day shift,inputevents_cv
5543,42721,40kcl in 500ns,inputevents_cv
5544,42723,cryo,inputevents_cv
5545,42724,40kcl in 500cc ns,inputevents_cv
5546,42729,gi ivf,inputevents_cv
5547,42730,15 mmol k phos/250cc,inputevents_cv
5548,42732,fenoldopam,inputevents_cv
5549,42735,intra-abd. pressure,inputevents_cv
5550,42737,na phos 30mmol,inputevents_cv
5551,42738,drain out #4 wound vac,outputevents
5552,42739,er crystilliods,inputevents_cv
5553,42743,mannitol 20%,inputevents_cv
5554,42745,pigtail irrigant,inputevents_cv
5555,42755,atg,inputevents_cv
5556,42756,anti-thomocyte glob.,inputevents_cv
5557,42758,open chest suction,inputevents_cv
5558,42762,farr 6 in ivf,inputevents_cv
5559,42763,pork insulin gtt,inputevents_cv
5560,42764,plama-lyte,inputevents_cv
5561,42768,r groin bag,inputevents_cv
5562,42769,rectal irrigation,inputevents_cv
5563,42770,floor intake,inputevents_cv
5564,42771,lepirudim,inputevents_cv
5565,42772,pleural fluid right,outputevents
5566,42777,10% alcohol in 5% d5,inputevents_cv
5567,42778,hydrochloric acid,inputevents_cv
5568,42779,hcl 75 meq/500ml,inputevents_cv
5569,42780,drain out #5 wound vac,outputevents
5570,42782,epidural,inputevents_cv
5571,42783,prostaglandin,inputevents_cv
5572,42784,cell saver or,inputevents_cv
5573,42785,or cryo,inputevents_cv
5574,42786,wd. drge,inputevents_cv
5575,42788,drain out #4 t tube,outputevents
5576,42789,drain out #5 tap,outputevents
5577,42790,ns w/ 40meq kcl,inputevents_cv
5578,42791,pheresis - in,inputevents_cv
5579,42792,nepro (1/2) & promod,inputevents_cv
5580,42793,contrast po,inputevents_cv
5581,42794,pheresis - out,outputevents
5582,42795,l leg thigh drain,outputevents
5583,42797,20gm cagluc/1000ccns,inputevents_cv
5584,42799,k+ phosphate,inputevents_cv
5585,41448,protonix 8mg/250,inputevents_cv
5586,41450,21mm potassium phos,inputevents_cv
5587,41451,ns with 4 gr ca gluc,inputevents_cv
5588,41457,free h20 intake,inputevents_cv
5589,41459,1/4 ns,inputevents_cv
5590,41460,capd dialysate,inputevents_cv
5591,41466,before icu ns,inputevents_cv
5592,41475,pleural effusion,outputevents
5593,41483,ns flush of drain,outputevents
5594,41485,sodium phos,inputevents_cv
5595,41486,pleural tap out,outputevents
5596,41487,paracentesis tap out,outputevents
5597,43168,d10 bolus,inputevents_cv
5598,43169,bicarb drip,inputevents_cv
5599,43170,tpn d21.5 with hep,inputevents_cv
5600,43171,urine cc/kg/hr,outputevents
5601,43172,spit,outputevents
5602,43173,urinecc/kg/hr,outputevents
5603,43174,stool .,outputevents
5604,43175,urine .,outputevents
5605,43176,blood out lab,outputevents
5606,30249,pedialyte sol ng,inputevents_cv
5607,30253,isomil fs ng,inputevents_cv
5608,30255,5% dex water po,inputevents_cv
5609,30260,br milk fs po,inputevents_cv
5610,30264,pe 20 fs po,inputevents_cv
5611,30272,e 24 fs po,inputevents_cv
5612,30276,e 20 fe fs po,inputevents_cv
5613,30282,pregestimil fs po,inputevents_cv
5614,30283,pedialyte sol po,inputevents_cv
5615,30287,sma 20 fs po,inputevents_cv
5616,30291,sma 20 fe fs po,inputevents_cv
5617,30295,isomil fs po,inputevents_cv
5618,30296,sodium chloride,inputevents_cv
5619,30297,potassium chloride,inputevents_cv
5620,30298,sodium acetate,inputevents_cv
5621,30299,potassium acetate,inputevents_cv
5622,30300,calcium chloride 10%,inputevents_cv
5623,30301,tpn d8,inputevents_cv
5624,30302,hmf,inputevents_cv
5625,30303,mct,inputevents_cv
5626,30304,polycose,inputevents_cv
5627,30305,rice cereal,inputevents_cv
5628,30306,dobutamine drip,inputevents_cv
5629,30307,dopamine drip,inputevents_cv
5630,30308,fentanyl drip,inputevents_cv
5631,30309,epinephrine drip,inputevents_cv
5632,30310,insulin drip,inputevents_cv
5633,30312,prostin vr drip,inputevents_cv
5634,30313,tpn d14,inputevents_cv
5635,30314,tpn d16,inputevents_cv
5636,30315,.25 ns+0.5:1 heparin,inputevents_cv
5637,30316,.25 ns +1:1 heparin,inputevents_cv
5638,30317,d 12.5 w,inputevents_cv
5639,30318,d15w,inputevents_cv
5640,30319,d20w,inputevents_cv
5641,30320,d25w,inputevents_cv
5642,30321,.45ns + .5:1 heparin,inputevents_cv
5643,30322,d17.5w,inputevents_cv
5644,30323,tpn d6,inputevents_cv
5645,30324,corn oil,inputevents_cv
5646,30325,tpn d13.0,inputevents_cv
5647,30326,tpn d18.0,inputevents_cv
5648,30328,d 30w,inputevents_cv
5649,30329,prosobee,inputevents_cv
5650,30332,prosobee 1/4s po,inputevents_cv
5651,30333,prosobee 1/2s po,inputevents_cv
5652,30334,prosobee fs po,inputevents_cv
5653,30335,enfamil powder,inputevents_cv
5654,30336,neosure,inputevents_cv
5655,30337,neosure powder,inputevents_cv
5656,30338,sodium bicarb drip,inputevents_cv
5657,30339,neosure 24 ng,inputevents_cv
5658,30340,nutramigen 24 ng,inputevents_cv
5659,30341,nutramigen ng,inputevents_cv
5660,30342,pregestimil 24 ng,inputevents_cv
5661,30163,dilaudid,inputevents_cv
5662,30164,criticare hn,inputevents_cv
5663,30166,promote w/fiber,inputevents_cv
5664,30168,normal saline_gu,inputevents_cv
5665,30170,ampho-b_gu,inputevents_cv
5666,30172,natrecor,inputevents_cv
5667,30173,argatroban,inputevents_cv
5668,30175,alcohol 10%,inputevents_cv
5669,30176,.25% normal saline,inputevents_cv
5670,30178,nicardipine,inputevents_cv
5671,30180,fresh froz plasma,inputevents_cv
5672,30184,ivig,inputevents_cv
5673,30185,.9ns + 1:1 heparin,inputevents_cv
5674,30187,d10w,inputevents_cv
5675,30190,ns .9%,inputevents_cv
5676,30191,tpn d5.0,inputevents_cv
5677,30193,tpn d7.5,inputevents_cv
5678,30194,tpn d9.0,inputevents_cv
5679,30195,tpn d2.5,inputevents_cv
5680,30197,tpn d11.0,inputevents_cv
5681,30198,tpn d12.0,inputevents_cv
5682,30200,tpn d15.0,inputevents_cv
5683,30201,tpn d17.0,inputevents_cv
5684,30203,tpn d20.0,inputevents_cv
5685,30204,tpn d22.5,inputevents_cv
5686,30207,tpn d30.0,inputevents_cv
5687,30209,heparin(10 units/cc),inputevents_cv
5688,30211,.45ns flush,inputevents_cv
5689,30213,d5w flush,inputevents_cv
5690,30214,d10w flush,inputevents_cv
5691,30221,br milk fs ng,inputevents_cv
5692,30225,pe 20 fs ng,inputevents_cv
5693,30227,pe 24 fs ng,inputevents_cv
5694,30230,e 20 3/4s ng,inputevents_cv
5695,30232,e 22 fs ng,inputevents_cv
5696,30233,e 24 fs ng,inputevents_cv
5697,30237,e 20 fe fs ng,inputevents_cv
5698,30238,e 22 fe fs ng,inputevents_cv
5699,30247,sma fs ng,inputevents_cv
5700,30248,sma fe fs ng,inputevents_cv
5701,30254,sterile water po,inputevents_cv
5702,30256,10% dex water po,inputevents_cv
5703,30265,pe 22 fs po,inputevents_cv
5704,30266,pe 24 fs po,inputevents_cv
5705,30270,e 20 fs po,inputevents_cv
5706,30271,e 22 fs po,inputevents_cv
5707,30277,e 22 fe fs po,inputevents_cv
5708,30278,e 24 fe fs po,inputevents_cv
5709,30395,enfacare 24 po,inputevents_cv
5710,30397,neocate 24 po,inputevents_cv
5711,30399,nutramigen powder,inputevents_cv
5712,30401,peptamen 1.5,inputevents_cv
5713,30402,nutren 2.0,inputevents_cv
5714,30404,nutren pulmonary,inputevents_cv
5715,30001,packed rbc's,inputevents_cv
5716,30003,aminophylline,inputevents_cv
5717,30004,washed prbc's,inputevents_cv
5718,30006,platelets,inputevents_cv
5719,30007,cryoprecipitate,inputevents_cv
5720,30009,albumin 25%,inputevents_cv
5721,30011,dextran 40,inputevents_cv
5722,30012,hespan,inputevents_cv
5723,30014,d5/.2ns,inputevents_cv
5724,30015,d5/.45ns,inputevents_cv
5725,30016,dextrose 10%,inputevents_cv
5726,30018,.9% normal saline,inputevents_cv
5727,30020,.45% normal saline,inputevents_cv
5728,30022,calcium chloride,inputevents_cv
5729,30024,ferrous sulfate,inputevents_cv
5730,30025,heparin,inputevents_cv
5731,30027,magnesium sulfate,inputevents_cv
5732,30029,potassium phosphate,inputevents_cv
5733,30031,thiamine,inputevents_cv
5734,30032,tpn,inputevents_cv
5735,30033,lipids,inputevents_cv
5736,30034,water,inputevents_cv
5737,30036,ensure,inputevents_cv
5738,30040,amrinone,inputevents_cv
5739,30042,dobutamine,inputevents_cv
5740,30044,epinephrine,inputevents_cv
5741,30045,insulin,inputevents_cv
5742,30047,levophed,inputevents_cv
5743,30048,lidocaine,inputevents_cv
5744,30050,nitroprusside,inputevents_cv
5745,30051,vasopressin,inputevents_cv
5746,30053,cell saver,inputevents_cv
5747,30054,pre-admission intake,inputevents_cv
5748,30056,po intake,inputevents_cv
5749,30058,free water bolus,inputevents_cv
5750,30060,d5ns,inputevents_cv
5751,30061,d5rl,inputevents_cv
5752,30062,co fluid,inputevents_cv
5753,30063,iv piggyback,inputevents_cv
5754,30065,sterile water,inputevents_cv
5755,30067,hcl,inputevents_cv
5756,30068,folate,inputevents_cv
5757,30069,solumedrol,inputevents_cv
5758,30071,vivonex,inputevents_cv
5759,30072,peptamen,inputevents_cv
5760,30073,impact w/fiber,inputevents_cv
5761,30075,deliver 2.0,inputevents_cv
5762,30077,nepro,inputevents_cv
5763,30078,respalor,inputevents_cv
5764,30080,nutrihep,inputevents_cv
5765,30082,boost plus,inputevents_cv
5766,30083,boost high protein,inputevents_cv
5767,30085,isocal hn,inputevents_cv
5768,30087,replete,inputevents_cv
5769,30088,replete w/fiber,inputevents_cv
5770,30090,tube feeding,inputevents_cv
5771,30093,factor viii,inputevents_cv
5772,30094,other blood products,inputevents_cv
5773,30096,tpn w/lipids,inputevents_cv
5774,30098,d5 aminosyn 3.5%,inputevents_cv
5775,30100,regular insulin,inputevents_cv
5776,30102,or colloid,inputevents_cv
5777,30103,or ffp,inputevents_cv
5778,30105,or platelets,inputevents_cv
5779,30106,or autologous blood,inputevents_cv
5780,30108,pacu crystalloids,inputevents_cv
5781,30110,aggrastat,inputevents_cv
5782,30112,amiodarone,inputevents_cv
5783,30114,cisatracurium,inputevents_cv
5784,30115,diltiazem,inputevents_cv
5785,30117,esmolol,inputevents_cv
5786,30118,fentanyl,inputevents_cv
5787,30120,levophed-k,inputevents_cv
5788,30121,nitroglycerine-k,inputevents_cv
5789,30123,lasix,inputevents_cv
5790,30124,midazolam,inputevents_cv
5791,30126,morphine sulfate,inputevents_cv
5792,30128,neosynephrine-k,inputevents_cv
5793,30130,pentobarbitol,inputevents_cv
5794,30131,propofol,inputevents_cv
5795,30133,sandostatin,inputevents_cv
5796,30135,tpa,inputevents_cv
5797,30139,valium,inputevents_cv
5798,30141,ativan,inputevents_cv
5799,30143,3% normal saline,inputevents_cv
5800,30146,aprotinin,inputevents_cv
5801,30147,haldol,inputevents_cv
5802,30149,fentanyl (conc),inputevents_cv
5803,30151,ketamine,inputevents_cv
5804,30159,d5 ringers lact.,inputevents_cv
5805,30161,.3% normal saline,inputevents_cv
5806,40281,sodium phosphate,inputevents_cv
5807,40283,tham,inputevents_cv
5808,40287,drain out #4 other,outputevents
5809,40288,pacu out pacu urine,outputevents
5810,40290,drain out #4 pigtail,outputevents
5811,40292,drain out #2 t tube,outputevents
5812,40327,mannitol 20%,inputevents_cv
5813,40331,gastric jejunostomy tube,outputevents
5814,40366,mucus fistula,outputevents
5815,40367,stool out rectal tube,outputevents
5816,40385,k phos,inputevents_cv
5817,40386,hemodialysis,outputevents
5818,40388,stool out (non-specific),outputevents
5819,41546,paracentesis fluid,outputevents
5820,41549,thermoldilution,inputevents_cv
5821,41550,dextrose gtt,inputevents_cv
5822,41555,hd removal,inputevents_cv
5823,41562,cardiac output fluid,outputevents
5824,41576,gi drainage,outputevents
5825,41579,golytely,inputevents_cv
5826,41581,water bolus,inputevents_cv
5827,41582,free h20 bolus,inputevents_cv
5828,41584,chest tube flush,outputevents
5829,41592,gall drain flush,outputevents
5830,41593,pleural cutaneous fi,outputevents
5831,41597,dextrose 15%,inputevents_cv
5832,41609,rifampin,inputevents_cv
5833,41610,er,inputevents_cv
5834,41620,dialysate in,inputevents_cv
5835,41621,bannana bag,inputevents_cv
5836,41623,dialysate out,outputevents
5837,41627,pepcid gtt,inputevents_cv
5838,41635,hemodialysis removal,outputevents
5839,41643,15 mmol kphos,inputevents_cv
5840,41646,famotidine,inputevents_cv
5841,41652,go-lytely,inputevents_cv
5842,41653,vanco enema in:,inputevents_cv
5843,41654,gastro graphin,inputevents_cv
5844,41662,hd off,inputevents_cv
5845,41667,celestomy drain,outputevents
5846,41668,mycomust,inputevents_cv
5847,41669,xygris,inputevents_cv
5848,41670,stool,outputevents
5849,41676,ew,inputevents_cv
5850,41677,angio ivf,inputevents_cv
5851,41678,bag-->abd tap sites,outputevents
5852,41681,chest tube before or,outputevents
5853,41683,drain out #2 jp lateral,outputevents
5854,41688,lactulose enema,inputevents_cv
5855,41689,15 mmol naphos,inputevents_cv
5856,41693,verapamil,inputevents_cv
5857,41694,verapamil drip,inputevents_cv
5858,41695,ns fluid boluses,inputevents_cv
5859,41697,bal cctn,inputevents_cv
5860,41698,drain out #2 hemovac,outputevents
5861,41701,iv intake in angio,inputevents_cv
5862,41702,ew ivf,inputevents_cv
5863,41704,lactulose enema,inputevents_cv
5864,41705,hd output,outputevents
5865,41706,irrig for bldr press,inputevents_cv
5866,41709,kayoxalate enema,inputevents_cv
5867,41711,capd dialysate dwell,inputevents_cv
5868,41713,dialyslate out,outputevents
5869,41714,capd efluent,inputevents_cv
5870,41718,pericadial tap,outputevents
5871,41721,fee water bolus,inputevents_cv
5872,41722,vomitus,outputevents
5873,41725,r paracentesis site,outputevents
5874,41727,peritoneal tap out,outputevents
5875,41732,mannitol 50gm/250ml,inputevents_cv
5876,41735,pleural fluid.,outputevents
5877,41739,total in from papert,inputevents_cv
5878,41740,iv fluid since mn,inputevents_cv
5879,41742,lactulose300mg/ns700,inputevents_cv
5880,41743,water bolus,inputevents_cv
5881,41744,total intake since n,inputevents_cv
5882,41746,input from midnight,inputevents_cv
5883,41747,i&o by paper,inputevents_cv
5884,41749,total out since mn,outputevents
5885,41751,total out on paper t,outputevents
5886,41753,total out from papet,outputevents
5887,41758,floor output,outputevents
5888,41759,bicarb,inputevents_cv
5889,41761,readycat,inputevents_cv
5890,41765,gastrograffin,inputevents_cv
5891,41771,ns w/ 15mmol na+ phs,inputevents_cv
5892,41772,thorocentesis,outputevents
5893,41773,bari-cat,inputevents_cv
5894,41774,hd putback,inputevents_cv
5895,41776,ir blood products,inputevents_cv
5896,41777,ir intake,inputevents_cv
5897,41780,paracentisis,inputevents_cv
5898,41787,peritoneal dial in,inputevents_cv
5899,41789,thoracen fluid,inputevents_cv
5900,41791,2.5% dialysate in,inputevents_cv
5901,41792,1.5% dialysate,inputevents_cv
5902,41793,effluent out,outputevents
5903,41797,protonix gtt cc/hr,inputevents_cv
5904,41799,hemo vol,inputevents_cv
5905,41800,biliary drain latrl,outputevents
5906,41802,right thoracentesis,outputevents
5907,41807,calcium chloride ivp,inputevents_cv
5908,41808,sodium bicarb ivp,inputevents_cv
5909,41810,plasmaphoresis,inputevents_cv
5910,41814,reaadicat,inputevents_cv
5911,41815,left drain,outputevents
5912,41818,hd out,outputevents
5913,41823,nicardipine gtt,inputevents_cv
5914,41824,d5w 150meq nahco3,inputevents_cv
5915,41825,golytlely,inputevents_cv
5916,41827,dilaudid epidural,inputevents_cv
5917,41828,nicardipine drip,inputevents_cv
5918,41835,bicarb gtt,inputevents_cv
5919,41836,nep tube #1 flush,outputevents
5920,41837,neph tube #2 flush,outputevents
5921,41839,drain out #2 rt nephrostomy,outputevents
5922,41841,]readi-cat,inputevents_cv
5923,41842,dialysis output.,outputevents
5924,42038,er crystalloid,inputevents_cv
5925,42039,angio crystall,inputevents_cv
5926,42040,cistacurium,inputevents_cv
5927,42041,barium sulfate,inputevents_cv
5928,42042,angio urine out,outputevents
5929,42044,aprotinin cc/hr,inputevents_cv
5930,42045,nimbex mcg/kg/min,inputevents_cv
5931,42046,l neph tube irrig,outputevents
5932,42047,ebl,inputevents_cv
5933,42049,criticare hn tf,inputevents_cv
5934,42050,promote with fiber,inputevents_cv
5935,42051,amphotercin cc hr,inputevents_cv
5936,42052,free h20 bolus,inputevents_cv
5937,42053,gastrogavin in h20,inputevents_cv
5938,42058,er intake,inputevents_cv
5939,42059,promote/fiber,inputevents_cv
5940,42060,methylprednisone gtt,inputevents_cv
5941,42061,cbi-ns,inputevents_cv
5942,42062,precedex (mcg/kg/hr),inputevents_cv
5943,42063,pamidronate,inputevents_cv
5944,42064,bladder press irrig,inputevents_cv
5945,42065,ascitic fluid,inputevents_cv
5946,42066,l groin drainage,outputevents
5947,42067,r hand drainage,outputevents
5948,42068,angio urine output,outputevents
5949,42069,er output,outputevents
5950,42074,tpa 1mg/5cc,inputevents_cv
5951,42076,c scan,inputevents_cv
5952,42079,contrast via ng.,inputevents_cv
5953,42080,thoracentesis out,outputevents
5954,42082,angio crystalloids,inputevents_cv
5955,42083,pre angio(pacu)cryst,inputevents_cv
5956,42084,1/4str betad. flush,inputevents_cv
5957,42087,ns 40 kcl,inputevents_cv
5958,42088,metrowest intake,inputevents_cv
5959,42090,promote with fiber,inputevents_cv
5960,42091,impact w/fiber+promo,inputevents_cv
5961,42093,jp drain/r leg,outputevents
5962,42095,metrowest output,outputevents
5963,42100,cistatracurium,inputevents_cv
5964,42101,chest tube site,outputevents
5965,42106,promote/fiber,inputevents_cv
5966,42109,replacement fluid,inputevents_cv
5967,42111,angio foley urine,outputevents
5968,42115,iv fluid in angio,inputevents_cv
5969,42116,promote/w/fiber,inputevents_cv
5970,42118,ebl in angio,inputevents_cv
5971,42119,urine output-angio,outputevents
5972,42126,solumedrol gtt,inputevents_cv
5973,42128,angio out,outputevents
5974,42129,angioout,outputevents
5975,42134,cistacur mcq/kg/min,inputevents_cv
5976,42136,redicat,inputevents_cv
5977,42137,left groin bag,inputevents_cv
5978,42142,free water/or d5w,inputevents_cv
5979,42146,aprotonin,inputevents_cv
5980,42149,etoh drip,inputevents_cv
5981,42154,bile instillation,inputevents_cv
5982,42162,k phosphate iv,inputevents_cv
5983,42163,solumedrol drip,inputevents_cv
5984,42165,cardiac output flush,outputevents
5985,42166,bile replacement/q4h,inputevents_cv
5986,42171,angio,inputevents_cv
5987,42172,manitol,inputevents_cv
5988,42173,aprotonin,inputevents_cv
5989,42174,nimbex cc/hr,inputevents_cv
5990,42176,approtinin,inputevents_cv
5991,42177,rt. pigtail,inputevents_cv
5992,42181,r.pleural tap,outputevents
5993,42185,pre admit ffp,inputevents_cv
5994,42187,free h20,inputevents_cv
5995,42188,redi-cat,inputevents_cv
5996,42190,jp pouch site,outputevents
5997,42192,cath lab cryst,inputevents_cv
5998,42193,contrast cath lab,inputevents_cv
5999,42194,cc7 fluids,inputevents_cv
6000,42197,cc7 huo,inputevents_cv
6001,42202,gi fluid,inputevents_cv
6002,42203,aprotonin,inputevents_cv
6003,42205,contrast via ft,inputevents_cv
6004,42206,.45ns w/ 20kcl,inputevents_cv
6005,42208,abdominal sump,inputevents_cv
6006,42209,irrigant and urine,outputevents
6007,42211,left fem a-line site,inputevents_cv
6008,42213,or abdominal dng,inputevents_cv
6009,42215,crys cc7,inputevents_cv
6010,42216,1/2st impact w/fiber,inputevents_cv
6011,42217,peritoneal fluid,inputevents_cv
6012,41845,pamidrinate in ns,inputevents_cv
6013,41846,study drug,inputevents_cv
6014,41847,l pleural tap,outputevents
6015,41848,mucomyst,inputevents_cv
6016,41849,drain flush,outputevents
6017,41850,golytle,inputevents_cv
6018,41851,3/4str impact w/fibr,inputevents_cv
6019,41853,go lytely,inputevents_cv
6020,40624,dialysis,outputevents
6021,40632,ns w/ 40k,inputevents_cv
6022,40636,kayexalate pr,inputevents_cv
6023,40645,magnesium,inputevents_cv
6024,40646,jt bile,inputevents_cv
6025,40648,drain out #3 other,outputevents
6026,40650,drain out #8 pigtail,outputevents
6027,40652,gastric blakemore,outputevents
6028,40653,drain out #2 jejunostomy tube,outputevents
6029,40667,demerol,inputevents_cv
6030,40668,peg tube,outputevents
6031,40676,natracor,inputevents_cv
6032,40689,drain flush,outputevents
6033,40690,dialysis,outputevents
6034,40691,paracentisis,inputevents_cv
6035,40692,ebl cath lab,inputevents_cv
6036,40699,k+ phos,inputevents_cv
6037,40700,pantoprazole,inputevents_cv
6038,40702,free water infusion,inputevents_cv
6039,40703,drain out #1 jp lateral,outputevents
6040,40712,free h20,inputevents_cv
6041,40713,po contrast,inputevents_cv
6042,40715,urine out suprapubic,outputevents
6043,40725,supra pubic flush,inputevents_cv
6044,40726,epidural,inputevents_cv
6045,40727,gastric,outputevents
6046,40728,jp drain,outputevents
6047,40744,pad change,inputevents_cv
6048,40749,protonix infusion,inputevents_cv
6049,40750,foley irrigation,inputevents_cv
6050,40751,ileostomy,outputevents
6051,40764,paracentesis,outputevents
6052,40765,drain out #3 tap,outputevents
6053,40777,protonix gtt,inputevents_cv
6054,40779,jp drain,outputevents
6055,40788,pd dialysate in,inputevents_cv
6056,40794,na phosphate,inputevents_cv
6057,40795,ns bladder,inputevents_cv
6058,40796,protonix mg/hr,inputevents_cv
6059,40802,igg,inputevents_cv
6060,40803,paracenthesis,inputevents_cv
6061,40812,kphos 30mmol,inputevents_cv
6062,40030,mannitol,inputevents_cv
6063,40033,dextran,inputevents_cv
6064,40048,chest tubes left pleural 1,outputevents
6065,40050,chest tubes right pleural 2,outputevents
6066,40052,gastric nasogastric,outputevents
6067,40054,stool out stool,outputevents
6068,40056,urine out lt nephrostomy,outputevents
6069,40058,cerebral drain r ventricular drain,outputevents
6070,40059,gastric oral gastric,outputevents
6071,40061,or out or urine,outputevents
6072,40064,or out ebl,outputevents
6073,40066,drain out #1 tap,outputevents
6074,40068,stool out other,outputevents
6075,40070,drain out #1 hemovac,outputevents
6076,40072,drain out #2 jackson pratt,outputevents
6077,40074,pacu out pacu ng,outputevents
6078,40076,chest tubes cticu ct 1,outputevents
6079,40078,drain out #1 anderson,outputevents
6080,40079,drain out #2 anderson,outputevents
6081,40083,drain out #5 other,outputevents
6082,40085,urine out incontinent,outputevents
6083,40087,stool out colostomy,outputevents
6084,40089,drain out #1 wound vac,outputevents
6085,40090,chest tubes left pleural 2,outputevents
6086,40092,drain out #4 jackson pratt,outputevents
6087,40094,urine out condom cath,outputevents
6088,40096,urine out ureteral stent #1,outputevents
6089,40098,drain out #1 penrose,outputevents
6090,40099,drain out #2 penrose,outputevents
6091,40101,drain out #4 penrose,outputevents
6092,41490,ns bolus,inputevents_cv
6093,41491,fluid bolus,inputevents_cv
6094,41492,plueral fluid,inputevents_cv
6095,41493,thermodilution fluid,inputevents_cv
6096,41494,ogt drainage,outputevents
6097,41500,hemodialysis output,outputevents
6098,41508,plural fluid,inputevents_cv
6099,41509,pleural fluid,outputevents
6100,41510,total out foley bag,outputevents
6101,41511,ogt out,outputevents
6102,41516,versed drip,inputevents_cv
6103,41517,talc in ct,inputevents_cv
6104,41518,bumex,inputevents_cv
6105,41519,right groin pouch,outputevents
6106,41520,paracentsis,inputevents_cv
6107,41524,ivf at osh,inputevents_cv
6108,43889,na phos in nss,inputevents_cv
6109,43892,ngt residual,outputevents
6110,43897,urine in er.,outputevents
6111,43900,1/2str. impact + fib,inputevents_cv
6112,43903,vanco enema,inputevents_cv
6113,43904,d51/4ns+100meqnahco3,inputevents_cv
6114,43909,h20 bolus,inputevents_cv
6115,43910,thoracentisis,inputevents_cv
6116,43921,readycat,inputevents_cv
6117,43924,vancomycin enema,inputevents_cv
6118,43925,paracentesis site.,outputevents
6119,43927,pleural fluid,outputevents
6120,43929,floor intake,inputevents_cv
6121,43930,na phosphate in ns,inputevents_cv
6122,43931,floor urine out,outputevents
6123,43932,mucous fistula(lower,outputevents
6124,43933,pleural,outputevents
6125,43936,free water boluses,inputevents_cv
6126,43939,ns 500+40k,inputevents_cv
6127,43940,vicu intake,inputevents_cv
6128,43941,dialysis/intake,outputevents
6129,43942,chemotherapy,inputevents_cv
6130,43943,vicu output,outputevents
6131,43950,40 kcl/500 ns,inputevents_cv
6132,43951,na posphate,inputevents_cv
6133,43952,or cyroprecipatate,inputevents_cv
6134,43957,15 m sodium phos   e,inputevents_cv
6135,43960,bm 26 with neocate,outputevents
6136,43962,neocate 26,inputevents_cv
6137,43965,repogal output,outputevents
6138,43966,real urine output,outputevents
6139,43969,kvo line,inputevents_cv
6140,43970,vomitus,outputevents
6141,43971,parencentis.,inputevents_cv
6142,43972,k phos 15 mmol,inputevents_cv
6143,43973,nipple type,inputevents_cv
6144,43974,nipple type,inputevents_cv
6145,43975,free h20 boluses,inputevents_cv
6146,43977,bag from incision,inputevents_cv
6147,43979,na+ phosphate,inputevents_cv
6148,43982,cladribine,inputevents_cv
6149,43983,pericardial flush:ns,inputevents_cv
6150,43984,chest tube irrigate,outputevents
6151,43986,iv bolus,inputevents_cv
6152,43988,drain out #4 jejunostomy tube,outputevents
6153,43990,sod phosphate,inputevents_cv
